cve_municipios,cve_estados,nombre
53,13,San Bartolo Tutotepec
53,14,Lagos De Moreno
53,15,Melchor Ocampo
53,16,Morelia
53,20,Magdalena Tlacotepec
53,21,Chignahuapan
53,24,Axtla De Terrazas
53,26,San Felipe De Jesus
53,29,San Juan Huactzinco
53,30,Cuitlahuac
53,31,Muna
53,32,Villa Gonzalez Ortega
54,7,Mazatan
54,8,Riva Palacio
54,12,San Miguel Totolapan
54,13,San Salvador
54,14,El Limon
54,15,Metepec
54,16,Morelos
54,20,Magdalena Zahuatlan
54,21,Chignautla
54,24,Xilitla
54,26,San Javier
54,29,San Lorenzo Axocomanitla
54,30,Chacaltianguis
54,31,Muxupip
54,32,Villa Hidalgo
55,7,Metapa
55,8,Rosales
55,12,Taxco De Alarcon
55,13,Santiago De Anaya
55,14,Magdalena
55,15,Mexicaltzingo
55,16,Mugica
55,20,Mariscala De Juarez
55,21,Chila
55,24,Zaragoza
55,26,San Luis Rio Colorado
55,29,San Lucas Tecopilco
55,30,Chalma
55,31,Opichen
55,32,Villanueva
56,7,Mitontic
56,8,Rosario
56,12,Tecoanapa
56,13,Santiago Tulantepec De Lugo Guerrero
56,14,Santa Maria Del Oro
56,15,Morelos
56,16,Nahuatzen
56,20,Martires De Tacubaya
56,21,Chila De La Sal
56,24,Villa De Arista
56,26,San Miguel De Horcasitas
56,29,Santa Ana Nopalucan
56,30,Chiconamel
56,31,Oxkutzcab
56,32,Zacatecas
57,7,Motozintla
57,8,San Francisco De Borja
57,12,Tecpan De Galeana
57,13,Singuilucan
57,14,La Manzanilla De La Paz
57,15,Naucalpan De Juarez
57,16,Nocupetaro
57,20,Matias Romero
57,21,Honey
57,24,Matlapa
57,26,San Pedro De La Cueva
57,29,Santa Apolonia Teacalco
57,30,Chiconquiaco
57,31,Panaba
57,32,Trancoso
58,7,Nicolas Ruiz
58,8,San Francisco De Conchos
58,12,Teloloapan
58,13,Tasquillo
58,14,Mascota
58,15,Nezahualcoyotl
58,16,Nuevo Parangaricutiro
58,20,Mazatlan Villa De Flores
58,21,Chilchotla
58,24,El Naranjo
58,26,Santa Ana
58,29,Santa Catarina Ayometla
58,30,Chicontepec
58,31,Peto
59,7,Ocosingo
59,8,San Francisco Del Oro
59,12,Tepecoacuilco De Trujano
59,13,Tecozautla
59,14,Mazamitla
59,15,Nextlalpan
59,16,Nuevo Urecho
59,20,Miahuatlan De Porfirio Diaz
59,21,Chinantla
59,24,Soledad de Graciano
59,26,Santa Cruz
59,29,Santa Cruz Quilehtla
59,30,Chinameca
59,31,Progreso
60,7,Ocotepec
60,8,Santa Barbara
60,12,Tetipac
60,13,Tenango De Doria
60,14,Mexticacan
60,15,Nicolas Romero
60,16,Numaran
60,20,Mixistlan De La Reforma
60,21,Domingo Arenas
60,26,Saric
60,29,Santa Isabel Xiloxoxtla
60,30,Chinampa De Gorostiza
60,31,Quintana Roo
61,7,Ocozocoautla De Espinosa
61,8,Satevo
61,12,Tixtla De Guerrero
61,13,Tepeapulco
61,14,Mezquitic
61,15,Nopaltepec
61,16,Ocampo
61,20,Monjas
61,21,Eloxochitlan
61,26,Soyopa
61,29,Huamantla
61,30,Las Choapas
61,31,Rio Lagartos
62,7,Ostuacan
62,8,Saucillo
62,12,Tlacoachistlahuaca
62,13,Tepehuacan De Guerrero
62,14,Mixtlan
62,15,Ocoyoacac
62,16,Pajacuaran
62,20,Natividad
62,21,Epatlan
62,26,Suaqui Grande
62,30,Chocaman
62,31,Sacalum
63,7,Osumacinta
63,8,Temosachi
63,12,Tlacoapa
63,13,Tepeji Del Rio De Ocampo
63,14,Ocotlan
63,15,Ocuilan
63,16,Panindicuaro
63,20,Nazareno Etla
63,21,Esperanza
63,26,Tepache
63,30,Chontla
63,31,Samahil
64,7,Oxchuc
64,8,El Tule
64,12,Tlalchapa
64,13,Tepetitlan
64,14,Ojuelos De Jalisco
64,15,El Oro
64,16,Paracuaro
64,20,Nejapa De Madero
64,21,Francisco Z. Mena
64,26,Trincheras
64,30,Chumatlan
64,31,Sanahcat
65,7,Palenque
65,8,Urique
65,12,Tlalixtaquilla De Maldonado
65,13,Tetepango
65,14,Pihuamo
65,15,Otumba
65,16,Paracho
65,20,Ixpantepec Nieves
65,21,General Felipe Angeles
65,26,Tubutama
65,30,Emiliano Zapata
65,31,San Felipe
66,7,Pantelho
66,8,Uruachi
66,12,Tlapa De Comonfort
66,13,Villa De Tezontepec
66,14,Poncitlan
66,15,Otzoloapan
66,16,Patzcuaro
66,20,Santiago Niltepec
66,21,Guadalupe
66,26,Ures
66,30,Espinal
66,31,Santa Elena
67,7,Pantepec
67,8,Valle De Zaragoza
67,12,Tlapehuala
67,13,Tezontepec De Aldama
67,14,Puerto Vallarta
67,15,Otzolotepec
67,16,Penjamillo
67,20,Oaxaca De Juarez
67,21,Guadalupe Victoria
67,26,Villa Hidalgo
67,30,Filomeno Mata
67,31,Seye
68,7,Pichucalco
68,8,Ciudad Juarez
68,12,La Union De Isidoro Montes De Oca
68,13,Tianguistengo
68,14,Villa Purificacion
68,15,Ozumba
68,16,Periban
68,20,Ocotlan De Morelos
68,21,Hermenegildo Galeana
68,26,Villa Pesqueira
68,30,Fortin
68,31,Sinanche
69,7,Pijijiapan
69,12,Xalpatlahuac
69,13,Tizayuca
69,14,Quitupan
69,15,Papalotla
69,16,La Piedad
69,20,La Pe
69,21,Huaquechula
69,26,Yecora
69,30,Gutierrez Zamora
69,31,Sotuta
70,7,El Porvenir
70,12,Xochihuehuetlan
70,13,Tlahuelilpan
70,14,El Salto
70,15,La Paz
70,16,Purepero
70,20,Pinotepa De Don Luis
70,21,Huatlatlauca
70,26,General Plutarco Elias Calles
70,30,Hidalgotitlan
70,31,Sucila
71,7,Villa Comaltitlan
71,12,Xochistlahuaca
71,13,Tlahuiltepa
71,14,San Cristobal De La Barranca
71,15,Polotitlan
71,16,Puruandiro
71,20,Pluma Hidalgo
71,21,Huauchinango
71,26,Benito Juarez
71,30,Huatusco
71,31,Sudzal
72,7,Pueblo Nuevo Solistahuacan
72,12,Zapotitlan Tablas
72,13,Tlanalapa
72,14,San Diego De Alejandria
72,15,Rayon
72,16,Querendaro
72,20,San Jose Del Progreso
72,21,Huehuetla
72,26,San Ignacio Rio Muerto
72,30,Huayacocotla
72,31,Suma
73,7,Rayon
73,12,Zirandaro
73,13,Tlanchinol
73,14,San Juan De Los Lagos
73,15,San Antonio La Isla
73,16,Quiroga
73,20,Putla Villa De Guerrero
73,21,Huehuetlan El Chico
73,26,Basconabe
73,30,Hueyapan De Ocampo
73,31,Tahdziu
74,7,Reforma
74,12,Zitlala
74,13,Tlaxcoapan
74,14,San Julian
74,15,San Felipe Del Progreso
74,16,Cojumatlan De Regules
74,20,Santa Catarina Quioquitani
74,21,Huejotzingo
74,26,Ciudad Obregón
74,30,Huiloapan
74,31,Tahmek
75,7,Las Rosas
75,12,Eduardo Neri
75,13,Tolcayuca
75,14,San Marcos
75,15,San Martin De Las Piramides
75,16,Los Reyes
75,20,Reforma De Pineda
75,21,Hueyapan
75,30,Ignacio De La Llave
75,31,Teabo
76,7,Sabanilla
76,12,Acatepec
76,13,Tula De Allende
76,14,San Martin De Bolaños
76,15,San Mateo Atenco
76,16,Sahuayo
76,20,La Reforma
76,21,Hueytamalco
76,30,Ilamatlan
76,31,Tecoh
77,7,Salto De Agua
77,12,Zihuatanejo
77,13,Tulancingo De Bravo
77,14,San Martin De Hidalgo
77,15,San Simon De Guerrero
77,16,San Lucas
77,20,Reyes Etla
77,21,Hueytlalpan
77,30,Isla
77,31,Tekal De Venegas
78,7,San Cristobal De Las Casas
78,13,Xochiatipan
78,14,San Miguel El Alto
78,15,Santo Tomas
78,16,Santa Ana Maya
78,20,Rojas De Cuauhtemoc
78,21,Huitzilan De Serdan
78,30,Ixcatepec
78,31,Tekanto
79,7,San Fernando
79,13,Xochicoatlan
79,14,Gomez Farias
79,15,Soyaniquilpan De Juarez
79,16,Salvador Escalante
79,20,Salina Cruz
79,21,Huitziltepec
79,30,Ixhuacan De Los Reyes
79,31,Tekax
80,7,Siltepec
80,13,Yahualica
80,14,San Sebastian Del Oeste
80,15,Sultepec
80,16,Senguio
80,20,San Agustin Amatengo
80,21,Atlequizayan
80,30,Ixhuatlan Del Cafe
80,31,Tekit
81,7,Simojovel
81,13,Zacualtipan De Angeles
81,14,Santa Maria De Los Angeles
81,15,Tecamac
81,16,Susupuato
81,20,San Agustin Atenango
81,21,Ixcamilpa De Guerrero
81,30,Ixhuatlancillo
81,31,Tekom
82,7,Sitala
82,13,Zapotlan De Juarez
82,14,Sayula
82,15,Tejupilco
82,16,Tacambaro
82,20,San Agustin Chayuco
82,21,Ixcaquixtla
82,30,Ixhuatlan Del Sureste
82,31,Telchac Pueblo
83,7,Socoltenango
83,13,Zempoala
83,14,Tala
83,15,Temamatla
83,16,Tancitaro
83,20,San Agustin De Las Juntas
83,21,Ixtacamaxtitlan
83,30,Ixhuatlan De Madero
83,31,Telchac Puerto
84,7,Solosuchiapa
84,13,Zimapan
84,14,Talpa De Allende
84,15,Temascalapa
84,16,Tangamandapio
84,20,San Agustin Etla
84,21,Ixtepec
84,30,Ixmatlahuacan
84,31,Temax
85,7,Soyalo
85,14,Tamazula De Gordiano
85,15,Temascalcingo
85,16,Tangancicuaro
85,20,San Agustin Loxicha
85,21,Izucar De Matamoros
85,30,Ixtaczoquitlan
85,31,Temozon
86,7,Suchiapa
86,14,Tapalpa
86,15,Temascaltepec
86,16,Tanhuato
86,20,San Agustin Tlacotepec
86,21,Jalpan
86,30,Jalacingo
86,31,Tepakan
87,7,Suchiate
87,14,Tecalitlan
87,15,Temoaya
87,16,Taretan
87,20,San Agustin Yatareni
87,21,Jolalpan
87,30,Xalapa
87,31,Tetiz
88,7,Sunuapa
88,14,Tecolotlan
88,15,Tenancingo
88,16,Tarimbaro
88,20,San Andres Cabecera Nueva
88,21,Jonotla
88,30,Jalcomulco
88,31,Teya
89,7,Tapachula
89,14,Techaluta De Montenegro
89,15,Tenango Del Aire
89,16,Tepalcatepec
89,20,San Andres Dinicuiti
89,21,Jopala
89,30,Jaltipan
89,31,Ticul
90,7,Tapalapa
90,14,Tenamaxtlan
90,15,Tenango Del Valle
90,16,Tingambato
90,20,San Andres Huaxpaltepec
90,21,Juan C. Bonilla
90,30,Jamapa
90,31,Timucuy
91,7,Tapilula
91,14,Teocaltiche
91,15,Teoloyucan
91,16,Tingšindin
91,20,San Andres Huayapam
91,21,Juan Galindo
91,30,Jesus Carranza
91,31,Tinum
92,7,Tecpatan
92,14,Teocuitatlan De Corona
92,15,Teotihuacan
92,16,Tiquicheo De Nicolas Romero
92,20,San Andres Ixtlahuaca
92,21,Juan N. Mendez
92,30,Xico
92,31,Tixcacalcupul
93,7,Tenejapa
93,14,Tepatitlan De Morelos
93,15,Tepetlaoxtoc
93,16,Tlalpujahua
93,20,San Andres Lagunas
93,21,Lafragua
93,30,Jilotepec
93,31,Tixkokob
94,7,Teopisca
94,14,Tequila
94,15,Tepetlixpa
94,16,Tlazazalca
94,20,San Andres Nuxiño
94,21,Libres
94,30,Juan Rodriguez Clara
94,31,Tixmehuac
95,7,Tila
95,14,Teuchitlan
95,15,Tepotzotlan
95,16,Tocumbo
95,20,San Andres Paxtlan
95,21,La Magdalena Tlatlauquitepec
95,30,Juchique De Ferrer
95,31,Tixpehual
96,7,Tonala
96,14,Tizapan El Alto
96,15,Tequixquiac
96,16,Tumbiscatio
96,20,San Andres Sinaxtla
96,21,Mazapiltepec De Juarez
96,30,Landero Y Coss
96,31,Tizimin
97,7,Totolapa
97,14,Tlajomulco De Zuñiga
97,15,Texcaltitlan
97,16,Turicato
97,20,San Andres Solaga
97,21,Mixtla
97,30,Lerdo De Tejada
97,31,Tunkas
98,7,La Trinitaria
98,14,Tlaquepaque
98,15,Texcalyacac
98,16,Tuxpan
98,20,San Andres Teotilalpam
98,21,Molcaxac
98,30,Magdalena
98,31,Tzucacab
99,7,Tumbala
99,14,Toliman
99,15,Texcoco
99,16,Tuzantla
99,20,San Andres Tepetlapa
99,21,Cañada Morelos
99,30,Maltrata
99,31,Uayma
100,7,Tuxtla Gutierrez
100,14,Tomatlan
100,15,Tezoyuca
100,16,Tzintzuntzan
100,20,San Andres Yaa
100,21,Naupan
100,30,Manlio Fabio Altamirano
100,31,Ucu
101,7,Tuxtla Chico
101,14,Tonala
101,15,Tianguistenco
101,16,Tzitzio
101,20,San Andres Zabache
101,21,Nauzontla
101,30,Mariano Escobedo
101,31,Uman
102,7,Tuzantan
102,14,Tonaya
102,15,Timilpan
102,16,Uruapan
102,20,San Andres Zautla
102,21,Nealtican
102,30,Martinez De La Torre
102,31,Valladolid
103,7,Tzimol
103,14,Tonila
103,15,Tlalmanalco
103,16,Venustiano Carranza
103,20,San Antonino Castillo Velasco
103,21,Nicolas Bravo
103,30,Mecatlan
103,31,Xocchel
104,7,Union Juarez
104,14,Totatiche
104,15,Tlalnepantla De Baz
104,16,Villamar
104,20,San Antonino El Alto
104,21,Nopalucan
104,30,Mecayapan
104,31,Yaxcaba
105,7,Venustiano Carranza
105,14,Tototlan
105,15,Tlatlaya
105,16,Vista Hermosa
105,20,San Antonino Monte Verde
105,21,Ocotepec
105,30,Medellin
105,31,Yaxkukul
106,7,Villa Corzo
106,14,Tuxcacuesco
106,15,Toluca
106,16,Yurecuaro
106,20,San Antonio Acutla
106,21,Ocoyucan
106,30,Miahuatlan
106,31,Yobain
107,7,Villaflores
107,14,Tuxcueca
107,15,Tonatico
107,16,Zacapu
107,20,San Antonio De La Cal
107,21,Olintla
107,30,Las Minas
108,7,Yajalon
108,14,Tuxpan
108,15,Tultepec
108,16,Zamora
108,20,San Antonio Huitepec
108,21,Oriental
108,30,Minatitlan
109,7,San Lucas
109,14,Union De San Antonio
109,15,Tultitlan
109,16,Zinaparo
109,20,San Antonio Nanahuatipam
109,21,Pahuatlan
109,30,Misantla
110,7,Zinacantan
110,14,Union De Tula
110,15,Valle De Bravo
110,16,Zinapecuaro
110,20,San Antonio Sinicahua
110,21,Palmar De Bravo
110,30,Mixtla De Altamirano
111,7,San Juan Cancuc
111,14,Valle De Guadalupe
111,15,Villa De Allende
111,16,Ziracuaretiro
111,20,San Antonio Tepetlapa
111,21,Pantepec
111,30,Moloacan
112,7,Aldama
112,14,Valle De Juarez
112,15,Villa Del Carbon
112,16,Zitacuaro
112,20,San Baltazar Chichicapam
112,21,Petlalcingo
112,30,Naolinco
113,7,Benemerito De Las Americas
113,14,San Gabriel
113,15,Villa Guerrero
113,16,Jose Sixto Verduzco
113,20,San Baltazar Loxicha
113,21,Piaxtla
113,30,Naranjal
114,7,Maravilla Tenejapa
114,14,Villa Corona
114,15,Villa Victoria
114,20,San Baltazar Yatzachi El Bajo
114,21,Puebla
114,30,Nautla
115,7,Marques De Comillas
115,14,Villa Guerrero
115,15,Xonacatlan
115,20,San Bartolo Coyotepec
115,21,Quecholac
115,30,Nogales
116,7,Montecristo De Guerrero
116,14,Villa Hidalgo
116,15,Zacazonapan
116,20,San Bartolome Ayautla
116,21,Quimixtlan
116,30,Oluta
117,7,San Andres Duraznal
117,14,Cañadas De Obregon
117,15,Zacualpan
117,20,San Bartolome Loxicha
117,21,Rafael Lara Grajales
117,30,Omealca
118,7,Santiago El Pinar
118,14,Yahualica De Gonzalez Gallo
118,15,Zinacantepec
118,20,San Bartolome Quialana
118,21,Los Reyes De Juarez
118,30,Orizaba
119,14,Zacoalco De Torres
119,15,Zumpahuacan
119,20,San Bartolome Yucuañe
119,21,San Andres Cholula
119,30,Otatitlan
120,14,Zapopan
120,15,Zumpango
120,20,San Bartolome Zoogocho
120,21,San Antonio Cañada
120,30,Oteapan
121,14,Zapotiltic
121,15,Cuautitlan Izcalli
121,20,San Bartolo Soyaltepec
121,21,San Diego La Mesa Tochimiltzingo
121,30,Ozuluama De Mascareñas
122,14,Zapotitlan De Vadillo
122,15,Valle De Chalco Solidaridad
122,20,San Bartolo Yautepec
122,21,San Felipe Teotlalcingo
122,30,Pajapan
123,14,Zapotlan Del Rey
123,20,San Bernardo Mixtepec
123,21,San Felipe Tepatlan
123,30,Panuco
124,14,Zapotlanejo
124,20,San Blas Atempa
124,21,San Gabriel Chilac
124,30,Papantla
125,20,San Carlos Yautepec
125,21,San Gregorio Atzompa
125,30,Paso Del Macho
126,20,San Cristobal Amatlan
126,21,San Jeronimo Tecuanipan
126,30,Paso De Ovejas
127,20,San Cristobal Amoltepec
127,21,San Jeronimo Xayacatlan
127,30,La Perla
128,20,San Cristobal Lachirioag
128,21,San Jose Chiapa
128,30,Perote
129,20,San Cristobal Suchixtlahuaca
129,21,San Jose Miahuatlan
129,30,Platon Sanchez
130,20,San Dionisio Del Mar
130,21,San Juan Atenco
130,30,Playa Vicente
131,20,San Dionisio Ocotepec
131,21,San Juan Atzompa
131,30,Poza Rica De Hidalgo
132,20,San Dionisio Ocotlan
132,21,San Martin Texmelucan
132,30,Las Vigas De Ramirez
133,20,San Esteban Atatlahuca
133,21,San Martin Totoltepec
133,30,Pueblo Viejo
134,20,San Felipe Jalapa De Diaz
134,21,San Matias Tlalancaleca
134,30,Puente Nacional
135,20,San Felipe Tejalapam
135,21,San Miguel Ixitlan
135,30,Rafael Delgado
136,20,San Felipe Usila
136,21,San Miguel Xoxtla
136,30,Rafael Lucio
137,20,San Francisco Cahuacua
137,21,San Nicolas Buenos Aires
137,30,Los Reyes
138,20,San Francisco Cajonos
138,21,San Nicolas De Los Ranchos
138,30,Rio Blanco
139,20,San Francisco Chapulapa
139,21,San Pablo Anicano
139,30,Saltabarranca
140,20,San Francisco Chindua
140,21,San Pedro Cholula
140,30,San Andres Tenejapan
141,20,San Francisco Del Mar
141,21,San Pedro Yeloixtlahuaca
141,30,San Andres Tuxtla
142,20,San Francisco Huehuetlan
142,21,San Salvador El Seco
142,30,San Juan Evangelista
143,20,San Francisco Ixhuatan
143,21,San Salvador El Verde
143,30,Santiago Tuxtla
144,20,San Francisco Jaltepetongo
144,21,San Salvador Huixcolotla
144,30,Sayula De Aleman
145,20,San Francisco Lachigolo
145,21,San Sebastian Tlacotepec
145,30,Soconusco
146,20,San Francisco Logueche
146,21,Santa Catarina Tlaltempan
146,30,Sochiapa
147,20,San Francisco Nuxaño
147,21,Santa Ines Ahuatempan
147,30,Soledad Atzompa
148,20,San Francisco Ozolotepec
148,21,Santa Isabel Cholula
148,30,Soledad De Doblado
149,20,San Francisco Sola
149,21,Santiago Miahuatlan
149,30,Soteapan
150,20,San Francisco Telixtlahuaca
150,21,Huehuetlan El Grande
150,30,Tamalin
151,20,San Francisco Teopan
151,21,Santo Tomas Hueyotlipan
151,30,Tamiahua
152,20,San Francisco Tlapancingo
152,21,Soltepec
152,30,Tampico Alto
153,20,San Gabriel Mixtepec
153,21,Tecali De Herrera
153,30,Tancoco
154,20,San Ildefonso Amatlan
154,21,Tecamachalco
154,30,Tantima
155,20,San Ildefonso Sola
155,21,Tecomatlan
155,30,Tantoyuca
156,20,San Ildefonso Villa Alta
156,21,Tehuacan
156,30,Tatatila
157,20,San Jacinto Amilpas
157,21,Tehuitzingo
157,30,Castillo De Teayo
158,20,San Jacinto Tlacotepec
158,21,Tenampulco
158,30,Tecolutla
159,20,San Jeronimo Coatlan
159,21,Teopantlan
159,30,Tehuipango
160,20,San Jeronimo Silacayoapilla
160,21,Teotlalco
160,30,Temapache
161,20,San Jeronimo Sosola
161,21,Tepanco De Lopez
161,30,Tempoal
162,20,San Jeronimo Taviche
162,21,Tepango De Rodriguez
162,30,Tenampa
163,20,San Jeronimo Tecoatl
163,21,Tepatlaxco De Hidalgo
163,30,Tenochtitlan
164,20,San Jorge Nuchita
164,21,Tepeaca
164,30,Teocelo
165,20,San Jose Ayuquila
165,21,Tepemaxalco
165,30,Tepatlaxco
166,20,San Jose Chiltepec
166,21,Tepeojuma
166,30,Tepetlan
167,20,San Jose Del Peñasco
167,21,Tepetzintla
167,30,Tepetzintla
168,20,San Jose Estancia Grande
168,21,Tepexco
168,30,Tequila
169,20,San Jose Independencia
169,21,Tepexi De Rodriguez
169,30,Jose Azueta
170,20,San Jose Lachiguiri
170,21,Tepeyahualco
170,30,Texcatepec
171,20,San Jose Tenango
171,21,Tepeyahualco De Cuauhtemoc
171,30,Texhuacan
172,20,San Juan Achiutla
172,21,Tetela De Ocampo
172,30,Texistepec
173,20,San Juan Atepec
173,21,Teteles De Avila Castillo
173,30,Tezonapa
174,20,Animas Trujano
174,21,Teziutlan
174,30,Tierra Blanca
175,20,San Juan Bautista Atatlahuca
175,21,Tianguismanalco
175,30,Tihuatlan
176,20,San Juan Bautista Coixtlahuaca
176,21,Tilapa
176,30,Tlacojalpan
177,20,San Juan Bautista Cuicatlan
177,21,Tlacotepec De Benito Juarez
177,30,Tlacolulan
178,20,San Juan Bautista Guelache
178,21,Tlacuilotepec
178,30,Tlacotalpan
179,20,San Juan Bautista Jayacatlan
179,21,Tlachichuca
179,30,Tlacotepec De Mejia
180,20,San Juan Bautista Lo De Soto
180,21,Tlahuapan
180,30,Tlachichilco
181,20,San Juan Bautista Suchitepec
181,21,Tlaltenango
181,30,Tlalixcoyan
182,20,San Juan Bautista Tlacoatzintepec
182,21,Tlanepantla
182,30,Tlalnelhuayocan
183,20,San Juan Bautista Tlachichilco
183,21,Tlaola
183,30,Tlapacoyan
184,20,San Juan Bautista Tuxtepec
184,21,Tlapacoya
184,30,Tlaquilpa
185,20,San Juan Cacahuatepec
185,21,Tlapanala
185,30,Tlilapan
186,20,San Juan Cieneguilla
186,21,Tlatlauquitepec
186,30,Tomatlan
187,20,San Juan Coatzospam
187,21,Tlaxco
187,30,Tonayan
188,20,San Juan Colorado
188,21,Tochimilco
188,30,Totutla
189,20,San Juan Comaltepec
189,21,Tochtepec
189,30,Tuxpam
190,20,San Juan Cotzocon
190,21,Totoltepec De Guerrero
190,30,Tuxtilla
191,20,San Juan Chicomezuchil
191,21,Tulcingo
191,30,Ursulo Galvan
192,20,San Juan Chilateca
192,21,Tuzamapan De Galeana
192,30,Vega De Alatorre
193,20,San Juan Del Estado
193,21,Tzicatlacoyan
193,30,Veracruz
194,20,San Juan Del Rio
194,21,Venustiano Carranza
194,30,Villa Aldama
195,20,San Juan Diuxi
195,21,Vicente Guerrero
195,30,Xoxocotla
196,20,San Juan Evangelista Analco
196,21,Xayacatlan De Bravo
196,30,Yanga
197,20,San Juan Guelavia
197,21,Xicotepec
197,30,Yecuatla
198,20,San Juan Guichicovi
198,21,Xicotlan
198,30,Zacualpan
199,20,San Juan Ihualtepec
199,21,Xiutetelco
199,30,Zaragoza
200,20,San Juan Juquila Mixes
200,21,Xochiapulco
200,30,Zentla
201,20,San Juan Juquila Vijanos
201,21,Xochiltepec
201,30,Zongolica
202,20,San Juan Lachao
202,21,Xochitlan De Vicente Suarez
202,30,Zontecomatlan De Lopez Y Fuent
203,20,San Juan Lachigalla
203,21,Xochitlan Todos Santos
203,30,Zozocolco De Hidalgo
204,20,San Juan Lajarcia
204,21,Yaonahuac
204,30,Agua Dulce
205,20,San Juan Lalana
205,21,Yehualtepec
205,30,El Higo
206,20,San Juan De Los Cues
206,21,Zacapala
206,30,Nanchital De Lazaro Cardenas D
207,20,San Juan Mazatlan
207,21,Zacapoaxtla
207,30,Tres Valles
208,20,San Juan Mixtepec - Distr. 08 -
208,21,Zacatlan
208,30,Carlos A. Carrillo
209,20,San Juan Mixtepec - Distr. 26 -
209,21,Zapotitlan
209,30,Tatahuicapan De Juarez
210,20,San Juan Ñumi
210,21,Zapotitlan De Mendez
210,30,Uxpanapa
211,20,San Juan Ozolotepec
211,21,Zaragoza
212,20,San Juan Petlapa
212,21,Zautla
213,20,San Juan Quiahije
213,21,Zihuateutla
214,20,San Juan Quiotepec
214,21,Zinacatepec
215,20,San Juan Sayultepec
215,21,Zongozotla
216,20,San Juan Tabaa
216,21,Zoquiapan
217,20,San Juan Tamazola
217,21,Zoquitlan
218,20,San Juan Teita
219,20,San Juan Teitipac
220,20,San Juan Tepeuxila
221,20,San Juan Teposcolula
222,20,San Juan Yaee
223,20,San Juan Yatzona
224,20,San Juan Yucuita
225,20,San Lorenzo
226,20,San Lorenzo Albarradas
227,20,San Lorenzo Cacaotepec
228,20,San Lorenzo Cuaunecuiltitla
229,20,San Lorenzo Texmelucan
230,20,San Lorenzo Victoria
231,20,San Lucas Camotlan
232,20,San Lucas Ojitlan
233,20,San Lucas Quiavini
234,20,San Lucas Zoquiapam
235,20,San Luis Amatlan
236,20,San Marcial Ozolotepec
237,20,San Marcos Arteaga
238,20,San Martin De Los Cansecos
239,20,San Martin Huamelulpam
240,20,San Martin Itunyoso
241,20,San Martin Lachila
242,20,San Martin Peras
243,20,San Martin Tilcajete
244,20,San Martin Toxpalan
245,20,San Martin Zacatepec
246,20,San Mateo Cajonos
247,20,Capulalpam De Mendez
248,20,San Mateo Del Mar
249,20,San Mateo Yoloxochitlan
250,20,San Mateo Etlatongo
251,20,San Mateo Nejapam
252,20,San Mateo Peñasco
253,20,San Mateo Piñas
254,20,San Mateo Rio Hondo
255,20,San Mateo Sindihui
256,20,San Mateo Tlapiltepec
257,20,San Melchor Betaza
258,20,San Miguel Achiutla
259,20,San Miguel Ahuehuetitlan
260,20,San Miguel Aloapam
261,20,San Miguel Amatitlan
262,20,San Miguel Amatlan
263,20,San Miguel Coatlan
264,20,San Miguel Chicahua
265,20,San Miguel Chimalapa
266,20,San Miguel Del Puerto
267,20,San Miguel Del Rio
268,20,San Miguel Ejutla
269,20,San Miguel El Grande
270,20,San Miguel Huautla
271,20,San Miguel Mixtepec
272,20,San Miguel Panixtlahuaca
273,20,San Miguel Peras
274,20,San Miguel Piedras
275,20,San Miguel Quetzaltepec
276,20,San Miguel Santa Flor
277,20,Villa Sola De Vega
278,20,San Miguel Soyaltepec
279,20,San Miguel Suchixtepec
280,20,Villa Talea De Castro
281,20,San Miguel Tecomatlan
282,20,San Miguel Tenango
283,20,San Miguel Tequixtepec
284,20,San Miguel Tilquiapam
285,20,San Miguel Tlacamama
286,20,San Miguel Tlacotepec
287,20,San Miguel Tulancingo
288,20,San Miguel Yotao
289,20,San Nicolas
290,20,San Nicolas Hidalgo
291,20,San Pablo Coatlan
292,20,San Pablo Cuatro Venados
293,20,San Pablo Etla
294,20,San Pablo Huitzo
295,20,San Pablo Huixtepec
296,20,San Pablo Macuiltianguis
297,20,San Pablo Tijaltepec
298,20,San Pablo Villa De Mitla
299,20,San Pablo Yaganiza
300,20,San Pedro Amuzgos
301,20,San Pedro Apostol
302,20,San Pedro Atoyac
303,20,San Pedro Cajonos
304,20,San Pedro Coxcaltepec Cantaros
305,20,San Pedro Comitancillo
306,20,San Pedro El Alto
307,20,San Pedro Huamelula
308,20,San Pedro Huilotepec
309,20,San Pedro Ixcatlan
310,20,San Pedro Ixtlahuaca
311,20,San Pedro Jaltepetongo
312,20,San Pedro Jicayan
313,20,San Pedro Jocotipac
314,20,San Pedro Juchatengo
315,20,San Pedro Martir
316,20,San Pedro Martir Quiechapa
317,20,San Pedro Martir Yucuxaco
318,20,San Pedro Mixtepec - Distr. 22 -
319,20,San Pedro Mixtepec - Distr. 26 -
320,20,San Pedro Molinos
321,20,San Pedro Nopala
322,20,San Pedro Ocopetatillo
323,20,San Pedro Ocotepec
324,20,San Pedro Pochutla
325,20,San Pedro Quiatoni
326,20,San Pedro Sochiapam
327,20,San Pedro Tapanatepec
328,20,San Pedro Taviche
329,20,San Pedro Teozacoalco
330,20,San Pedro Teutila
331,20,San Pedro Tidaa
332,20,San Pedro Topiltepec
333,20,San Pedro Totolapa
334,20,Villa De Tututepec De Melchor Ocampo
335,20,San Pedro Yaneri
336,20,San Pedro Yolox
